activity,cid,acvalue
Active,127027373,0.0088
Active,127028035,0.673
Active,127027019,1.255
Active,127027092,0.0085
Active,127026736,0.3
Active,127026743,0.4
Active,127027067,0.81
Active,127028295,0.69
Active,127026742,0.66
Active,127027068,2.1
Active,127027717,1.5
Active,127027718,8.6
Active,127026735,0.16
Active,127026737,0.08
Active,127026738,1.2
Active,127026739,0.17
Active,127027975,3
Active,5311,0.26
Active,5352062,0.25
Active,127024856,1.9
Active,127025540,0.98
Active,127027069,3.1
Active,127027070,0.54
Active,127027716,2.2
Active,127027979,0.69
Active,127028631,3.2
Active,51357554,0.13
Active,57412107,0.108
Active,51357823,0.485
Active,87258279,0.085
Active,51356439,0.187
Active,51357555,0.168
Active,87258278,0.15
Active,51356989,0.237
Active,51356991,0.207
Active,51356990,0.232
Active,51357270,0.073
Active,51356710,0.119
Active,51356438,0.955
Active,51357550,0.149
Active,51051073,0.052
Active,51051073,0.026
Active,51051073,0.037
Active,51357275,0.056
Active,51356715,0.136
Active,51356716,0.056
Active,51356716,0.084
Active,51356716,0.143
Active,51357825,0.286
Active,51357273,0.114
Active,51357274,0.3
Active,51353583,0.062
Active,51357553,0.219
Active,57412108,0.113
Active,51357269,0.134
Active,51356712,0.027
Active,51357551,0.228
Active,51357824,0.081
Active,51356993,0.034
Active,51353584,0.183
Active,51356994,0.001
Active,51356995,0.165
Active,51357552,0.067
Active,51356437,0.131
Active,51357271,0.323
Active,51353585,0.114
Active,51356714,0.196
Active,51357272,0.11
Active,5311,0.102
Active,444732,0.00142
Active,127038650,0.81
Active,127038651,1.17
Active,127039340,0.27
Active,127038652,2.24
Active,127039341,0.35
Active,127039343,3.16
Active,127039661,1.33
Active,73505594,0.67
Active,73505169,3.23
Active,127042872,2.45
Active,73504960,1.21
Active,73504962,1.26
Active,127039342,0.82
Active,127039348,0.86
Active,127042572,1.43
Active,5311,0.56
Active,73505171,1.56
Active,73505591,3.02
Active,73505592,1.31
Active,127042871,1.81
Active,127039347,0.51
Active,127039665,1.05
Active,127039908,1.43
Active,127041845,0.43
Active,73504745,5.37
Active,127042561,6.17
Active,72722126,0.01
Active,60148711,0.03
Active,5311,13.8
Active,25269097,0.354
Active,53374826,34.7
Active,49850262,3.35
Active,4261,8.4
Active,12136798,7.2
Active,5311,2.103
Active,24756910,0.602
Active,5311,0.529
Active,24756910,0.464
Active,134135541,0.1
Active,25030884,0.04
Active,16733294,0.08
Active,25032060,0.08
Active,25032062,0.2
Active,24816430,0.005
Active,25032059,0.055
Active,25032248,3
Active,73355189,0.08
Active,134149014,1.5
Active,16733410,0.05
Active,16733417,0.03
Active,134148028,7
Active,89972918,0.3
Active,5311,0.08
Active,16733411,0.022
Active,10383069,0.015
Active,24178404,0.008
Active,25072217,0.1
Active,24900772,0.1
Active,24900441,1
Active,57721240,0.1
Active,25071593,1
Active,25224860,0.1
Active,24945766,0.1
Active,25073162,0.1
Active,25070188,1
Active,24945530,1
Active,25072216,0.1
Active,25226176,0.1
Active,25226004,0.1
Active,24900771,0.1
Active,25073163,1
Active,59803653,0.1
Active,24900506,0.1
Active,24900966,0.1
Active,25072219,0.1
Active,24900643,0.1
Active,59756709,0.1
Active,24900962,0.1
Active,24945017,1
Active,57721199,0.1
Active,57721313,0.1
Active,24998598,0.1
Active,24945370,0.1
Active,25224676,1
Active,24944933,0.1
Active,135858877,0.1
Active,25071900,0.1
Active,57721304,1
Active,25072538,0.1
Active,24997960,0.1
Active,24900964,0.1
Active,24900776,0.1
Active,24945765,0.1
Active,24945531,1
Active,24944608,0.1
Active,25062717,0.1
Active,24856655,1
Active,25072218,0.1
Active,25227107,1
Active,24901022,0.1
Active,25072540,0.1
Active,24900442,0.1
Active,25074272,0.1
Active,25062452,1
Active,57721257,0.1
Active,24997963,0.1
Active,57721226,1
Active,24945767,0.1
Active,25226002,0.1
Active,25224677,0.1
Active,25072542,1
Active,136074625,1
Active,24998277,0.1
Active,25073958,0.1
Active,24900900,1
Active,24900443,0.1
Active,59756705,1
Active,24936926,1
Active,59756717,0.1
Active,57721241,0.1
Active,24900644,0.1
Active,25072220,0.1
Active,25071284,1
Active,25070514,0.1
Active,25226000,1
Active,25072849,1
Active,25073161,1
Active,24944850,0.1
Active,24856575,1
Active,24997962,1
Active,24936645,1
Active,24944607,0.1
Active,57721204,1
Active,24900965,0.1
Active,135858879,0.1
Active,25070189,1
Active,25226175,0.1
Active,24756908,0.1
Active,24900714,0.1
Active,25062450,1
Active,24900899,1
Active,24900963,0.1
Active,57721213,1
Active,24945111,1
Active,24937055,1
Active,135956071,0.1
Active,24900378,1
Active,24901023,0.1
Active,24900833,1
Active,24945371,0.1
Active,57721292,0.1
Active,25226003,0.1
Active,25227108,0.1
Active,24945366,1
Active,25073164,0.1
Active,25227320,0.1
Active,59756735,0.1
Active,24900507,0.1
Active,59756725,1
Active,24900641,0.1
Active,24945113,0.1
Active,24944930,0.0074
Active,5311,0.04
Active,25195503,0.1
Active,57721275,0.1
Active,59729321,1
Active,57721254,0.1
Active,25072851,0.1
Active,57721247,0.1
Active,24900715,0.1
Active,25224861,0.1
Active,25226001,1
Active,25071591,0.1
Active,24900574,0.1
Active,135858878,0.1
Active,25071285,1
Active,25071592,0.1
Active,25072850,0.1
Active,24856658,0.1
Active,57721289,0.1
Active,24856656,0.1
Active,24901306,1
Active,24944934,0.1
Active,24756910,0.0044
Active,6918837,0.092
Active,122648343,0.0034
Active,122648648,0.0033
Active,122648649,0.0063
Active,5311,0.0115
Active,54575456,0.0068
Active,122648600,0.0061
Active,6918837,0.00083
Active,122648367,0.0032
Active,5311,0.01
Active,9804992,NULL
Active,53344908,NULL
Active,5311,NULL
Active,5352062,NULL
Active,6918638,NULL
Active,11538455,NULL
Active,24756910,NULL
Active,5186,NULL
Active,46852450,NULL
Active,444732,NULL
Active,6445533,NULL
Active,49855250,NULL
Active,49857317,NULL
Active,444732,0.0125
Active,54575456,0.674
Active,6918837,0.1903
Active,122648367,0.75
Active,122648648,0.484
Active,145968675,0.074
Active,5311,0.1562
Active,145967726,0.0222
Active,145968046,0.0081
Active,145968094,0.0595
Active,145968130,0.2689
Active,145968170,0.0076
Active,145970680,0.0358
Active,145971126,0.0373
Active,145986811,0.0057
Active,145969319,0.2491
Active,145969735,0.0218
Active,145969799,0.002
Active,145970100,0.0571
Active,145970117,0.0848
Active,145970457,0.002
Active,145968305,0.0225
Active,145968743,0.0295
Active,145968907,0.1121
Active,145969013,0.3119
Active,145969078,0.1655
Active,145969297,0.0369
Active,5311,0.055
Active,2662,1.637
Active,145967593,1.439
Active,145967610,0.016
Active,145967698,1.46
Active,145987732,0.008
Active,145989487,0.121
Active,145970161,2.603
Active,145970171,0.058
Active,145970453,0.476
Active,145970598,0.022
Active,145987492,0.013
Active,145968824,1.028
Active,145968985,0.04
Active,145969456,0.043
Active,145969651,0.165
Active,145969789,0.022
Active,145969996,0.231
Active,145967832,0.033
Active,145967851,3.827
Active,145967905,0.644
Active,145967968,1.139
Active,145968087,1.792
Active,145964533,NULL
Active,145968675,0.074
Active,9880847,0.063
Active,6445533,0.032
Active,11088199,0.15
Active,5311,0.13
Active,4261,1.8
Active,138393067,4.6
Active,145964935,0.82
Active,145977548,19.8
Active,141504719,15.1
Active,137487425,11.3
Active,141504712,19
Active,145976956,0.18
Active,137487427,3
Active,137487429,1.4
Active,145974167,0.68
Active,141504722,3
Active,141504714,5
Active,145974717,0.017
Active,141504728,21.3
Active,145966712,0.0033
Active,145966738,0.025
Active,141504704,8.7
Active,127030313,NULL
Active,127030313,NULL
Active,5186,NULL
Active,5186,NULL
Active,5186,NULL
Active,5186,0.56
Active,145949203,0.37
Active,145951731,0.52
Active,145952233,0.55
Active,145954785,0.56
Active,145957429,0.41
Active,53344908,0.99
Active,145949712,16.84
Active,145954248,2.967
Active,5311,2.18
Active,132938351,5.391
Active,53344908,0.0869
Active,118884610,0.701
Active,137635398,10.5
Active,137654793,7.4
Active,53340666,5
Active,132145728,2.251
Active,132157820,3.112
Active,53344908,0.263
Active,137654946,1.03
Active,87261507,0.22
Active,118884610,1.57
Active,118656853,0.4
Active,137652442,0.2
Active,137656942,9.1
Active,91810840,9.5
Active,5311,12
Active,56951447,13
Active,11947684,0.001
Active,5311,5.044
Active,145991323,15.33
Active,145993977,13.8
Active,5311,2.056
Active,145991323,27.75
Active,145993977,5.735
Active,5311,0.18
Active,6918638,0.03
Active,145990209,0.35
Active,145980171,NULL
Active,145993051,NULL
Active,2746,2.59
Active,9800555,1.38
Active,145978932,1.8
Active,145985400,0.72
Active,5311,0.2
Active,49850262,9.9
Active,71680913,6.7
Active,140846804,3.3
Active,134283799,14
Active,6918837,0.057
Active,11538455,0.0043
Active,145983712,1
Active,137701235,0.36
Active,145986208,4.2
Active,5311,0.0994
Active,145982499,0.0869
Active,145983267,0.8629
Active,145984314,0.1744
Active,145984665,0.1047
Active,145985243,0.0612
Active,5311,41.5
Active,155517086,4.6
Active,155518106,14.9
Active,155521272,4.6
Active,239512,0.16
Active,54030066,0.15
Active,86302836,0.016
Active,81689842,0.06
Active,3194,3.4
Active,155537473,5.3
Active,155546558,3.4
Active,5311,0.96
Active,155514532,9.25
Active,155517418,3.17
Active,155521822,13.4
Active,155521965,4.48
Active,155524660,22.8
Active,155527295,0.81
Active,155527955,1.06
Active,155529690,43.6
Active,155531533,8.71
Active,155536857,3.53
Active,155537112,0.48
Active,155541992,33.1
Active,155551213,1.43
Active,155556131,2.62
Active,155559872,1.43
Active,155564587,10.2
Active,155566644,1.72
Active,5311,0.86
Active,155514532,4.33
Active,155517418,3.15
Active,155521822,6.82
Active,155521965,4.57
Active,155524660,12.1
Active,155527295,0.18
Active,155527955,1.01
Active,155529690,21.9
Active,155531533,3.93
Active,155536857,4.81
Active,155537112,0.11
Active,155541992,13
Active,155551213,0.47
Active,155556131,0.85
Active,155559872,0.47
Active,155564587,4.13
Active,155566644,0.63
Active,24756910,0.0044
Active,6918837,0.1956
Active,54575456,0.406
Active,6918638,0.01
Active,6918837,0.0021
Active,5311,0.143
Active,44299474,0.0031
Active,6918837,0.0078
Active,5311,0.85
Active,155553376,6.8
Active,155559068,2.7
Active,5311,0.168
Active,150496562,0.018
Active,141728874,0.037
Active,141728877,0.018
Active,141728806,0.019
Active,141728842,0.015
Active,141728831,0.003
Active,141728827,0.004
Active,141728840,0.013
Active,141728871,0.026
Active,141728841,0.02
Active,141728813,0.003
Active,138377596,0.002
Active,141728846,0.01
Active,141728855,0.003
Active,155550122,0.144
Active,141728811,0.037
Active,141728860,0.04
Active,141728873,0.026
Active,141728829,0.062
Active,141728867,0.569
Active,141728825,0.041
Active,141728817,0.002
Active,155563943,0.104
Active,141728845,0.038
Active,71462653,6.62
Active,155519254,3.12
Active,135348858,6.91
Active,139303146,16.74
Active,141764754,0.54
Active,70789579,24.3
Active,69950064,0.182
Active,338818,1.27
Active,5311,0.14
Active,155519645,5.51
Active,155539311,7.86
Active,444732,0.776
Active,11538455,0.00595
Active,4261,1.33
Active,2746,1.81
Active,9800555,0.9
Active,155537008,0.99
Active,155549051,0.83
Active,155568767,4.94
Active,5311,0.0732
Active,148608442,0.0715
Active,148970856,0.1326
Active,2746,1.81
Active,9800555,0.9
Active,10135838,1.995
Active,155513116,10.72
Active,5311,1.68
Active,2746,3.81
Active,155540466,8.14
Active,155559583,7.84
Active,13507024,1.6
Active,5311,0.64
Active,6918837,0.00767
Active,155510762,0.9
Active,155512623,19.2
Active,155513254,1.92
Active,155517042,2.29
Active,155518725,6.85
Active,155527385,1.54
Active,155529646,0.94
Active,155542624,7.6
Active,155543375,1.98
Active,155543455,4.03
Active,155543511,3.34
Active,155544609,1.54
Active,155547606,0.57
Active,155549392,1.12
Active,155560660,43.2
Active,155561445,6.85
Active,5311,0.73
Active,6918837,0.00624
Active,155510762,1.09
Active,155512623,11.6
Active,155513254,2.83
Active,155517042,4.21
Active,155518725,14.2
Active,155527385,0.27
Active,155529646,1.16
Active,155542624,3
Active,155543375,4.48
Active,155543455,5.65
Active,155543511,4.81
Active,155544609,1.12
Active,155547606,0.49
Active,155549392,2.65
Active,155560660,40.3
Active,155561445,3.14
Active,53344908,0.333
Active,142506170,10
Active,146585718,0.439
Active,142506033,23.61
Active,142506210,8.106
Active,142506189,2.144
Active,142505968,43.7
Active,142506225,3.827
Active,142506025,9.087
Active,155515864,8
Active,155531452,34
Active,155531957,2.7
Active,14113325,21
Active,155537573,4
Active,155540189,6.8
Active,129104426,18
Active,129104138,39
Active,121278998,20
Active,155562249,16.1
Active,155568350,9.5
Active,5311,0.089
Active,25014636,0.182
Active,25014637,0.029
Active,25068486,0.378
Active,25068485,0.049
Active,5311,0.231
Active,130227480,0.504
Active,155558959,0.234
Active,5311,0.147
Active,130227480,0.036
Active,155558959,0.132
Active,444732,1.09
Active,49847150,1.93
Active,49846123,38.5406
Active,5311,1.1
Active,118656852,1.3
Active,155518062,0.4
Active,155521187,22
Active,155533876,12
Active,155535084,27
Active,71583105,0.5
Active,71583101,1.8
Active,155554360,9.1
Active,71583103,0.5
Active,5311,0.48
Active,155546987,0.092
Active,155548562,0.26
Active,155552055,0.12
Active,44400358,0.03
Active,155531877,0.001
Active,10209646,0.017
Active,44563351,0.022
Active,5311,18.44
Active,147254231,1.356
Active,149405396,8.592
Active,72946782,5
Active,5312740,NULL
Active,145968675,0.074
Active,5311,0.16
Active,6918638,0.087
Active,145968675,0.074
Active,155510418,0.08
Active,155538841,0.046
Active,155541458,0.15
Active,155542875,1.57
Active,155545613,0.15
Active,155547991,0.09
Active,155548396,0.17
Active,155550728,0.17
Active,155551054,0.01
Active,155551917,0.019
Active,155553047,0.24
Active,155554153,0.23
Active,155559200,0.052
Active,155559569,0.13
Active,155561174,0.15
Active,155564157,0.035
Active,155564188,0.073
Active,155564907,0.2
Active,155566324,0.4
Active,155567814,0.062
Active,155568680,0.3
Active,155569054,0.56
Active,155569352,0.077
Active,156014407,6.27
Active,56665606,0.00332
Active,5311,0.91
Active,71520717,0.17
Active,156011728,3.79
Active,156012703,11
Active,156012735,7.2
Active,156013281,1.65
Active,156014007,14.5
Active,156018382,0.93
Active,156018398,4.24
Active,156018790,1.18
Active,156019761,0.83
Active,5311,0.59
Active,71520717,0.55
Active,156011728,3.77
Active,156012703,10.56
Active,156012735,9.4
Active,156013281,1.8
Active,156014007,12.7
Active,156018382,1.3
Active,156018398,3.36
Active,156018790,1.48
Active,156019761,0.45
Active,156011208,0.021
Active,156014150,0.021
Active,156017432,0.021
Active,156017984,0.021
Active,156018816,0.021
Active,156021653,0.021
Active,5311,0.38
Active,156010365,16.6
Active,5311,0.135
Active,156012347,0.205
Active,156018697,7.58
Active,156021695,0.109
Active,156021695,NULL
Active,36314,NULL
Active,162655541,NULL
Active,162655541,NULL
Active,36314,NULL
Active,162655541,NULL
Active,36314,NULL
Active,156013804,NULL
Active,5311,NULL
Active,53340666,NULL
Active,155518106,NULL
Active,5311,NULL
Active,138377596,NULL
Active,5311,NULL
Active,5311,NULL
Active,5311,NULL
Active,135348858,NULL
Active,5311,NULL
Active,135348858,NULL
Active,5311,NULL
Active,5311,NULL
Active,5311,NULL
Active,5311,NULL
Active,155540027,0.97
Active,135348858,NULL
Active,155526258,NULL
Active,155551780,NULL
Active,5311,NULL
Active,11688197,NULL
Active,9804992,NULL
Active,155521283,NULL
Active,9800555,NULL
Active,155518496,NULL
Active,2746,NULL
Active,155526258,NULL
Active,5311,NULL
Active,5311,NULL
Active,155551780,NULL
Active,135357492,NULL
Active,135357622,NULL
Active,135357520,NULL
Active,137314572,NULL
Active,135357669,NULL
Active,137314561,NULL
Active,142452063,NULL
Active,135357843,NULL
Active,9804992,NULL
Active,137314573,NULL
Active,155534057,NULL
Active,135357794,NULL
Active,155512401,NULL
Active,5311,NULL
Active,155512401,NULL
Active,53344908,NULL
Active,155512410,NULL
Active,155548945,NULL
Active,155521883,NULL
Active,6400741,NULL
Active,155568761,NULL
Active,5311,NULL
Active,5311,NULL
Active,5311,NULL
Active,5311,NULL
Active,145957429,NULL
Active,145952233,NULL
Active,145954785,NULL
Active,145949203,NULL
Active,5186,NULL
Active,145951731,NULL
Active,145977632,NULL
Active,444732,NULL
Active,2746,NULL
Active,145964533,NULL
Active,444732,NULL
Active,5311,NULL
Active,2746,NULL
Active,5311,NULL
Active,5311,NULL
Active,2746,NULL
Active,145964533,NULL
Active,5311,NULL
Active,5311,NULL
Active,145983616,NULL
Active,5311,NULL
Active,145983616,NULL
Active,16736529,NULL
Active,16736529,NULL
Active,145952088,NULL
Active,5311,NULL
Active,145991220,1.75
Active,145993428,0.96
Active,5311,0.48
Active,145988992,5.63
Active,145981665,0.26
Active,145993768,2.69
Active,145987823,0.85
Active,145992467,0.34
Active,145989067,0.23
Active,145990399,4.78
Active,145979160,0.37
Active,145980924,2.82
Active,145990872,0.83
Active,145980347,0.93
Active,145994163,3.06
Active,6918848,NULL
Active,145956541,NULL
Active,145954282,NULL
Active,5311,NULL
Active,6918848,NULL
Active,145956541,NULL
Active,145954282,NULL
Active,74226538,NULL
Active,74225266,NULL
Active,10075681,NULL
Active,444732,NULL
Active,127041696,NULL
Active,21630365,NULL
Active,5311,NULL
Active,145961569,NULL
Active,142489310,NULL
Active,142489339,NULL
Active,142489310,NULL
Active,142489339,NULL
Active,6445533,NULL
Active,10075681,NULL
Active,444732,NULL
Active,127045673,NULL
Active,4261,NULL
Active,74226538,NULL
Active,74225266,NULL
Active,122177957,NULL
Active,122177622,NULL
Active,122177622,NULL
Active,6918638,NULL
Active,5311,NULL
Active,122189354,NULL
Active,5311,NULL
Active,137125265,NULL
Active,9865515,NULL
Active,122186553,NULL
Active,122186554,NULL
Active,118712504,NULL
Active,6400741,NULL
Active,6400741,NULL
Active,136173089,NULL
Active,118737400,NULL
Active,101845784,NULL
Active,3121,NULL
Active,118713442,NULL
Active,118713441,NULL
Active,24757913,NULL
Active,71468161,NULL
Active,136609959,NULL
Active,136609962,NULL
Active,136609961,NULL
Active,136237964,NULL
Active,76331688,NULL
Active,136237970,NULL
Active,76335292,NULL
Active,136237963,NULL
Active,136237966,NULL
Active,76317088,NULL
Active,76324463,NULL
Active,136609959,NULL
Active,136241616,NULL
Active,76335293,NULL
Active,136609962,NULL
Active,136609961,NULL
Active,136237965,NULL
Active,76331688,NULL
Active,136237970,NULL
Active,76335292,NULL
Active,136237963,NULL
Active,76317088,NULL
Active,136237966,NULL
Active,136237964,NULL
Active,76324463,NULL
Active,76335293,NULL
Active,136241616,NULL
Active,136237965,NULL
Active,90667452,NULL
Active,104842,NULL
Active,5311,NULL
Active,5311,NULL
Active,136239447,NULL
Active,9865515,NULL
Active,136239447,NULL
Active,3611,NULL
Active,136239449,NULL
Active,9865515,NULL
Active,5311,NULL
Active,614947,NULL
Active,27049,NULL
Active,78280,NULL
Active,4775,NULL
Active,79711,NULL
Active,44561652,NULL
Active,73348050,NULL
Active,4261,NULL
Active,24992506,NULL
Active,71450065,NULL
Active,71453709,NULL
Active,24992181,NULL
Active,71459072,NULL
Active,24992508,NULL
Active,71455437,NULL
Active,71460878,NULL
Active,71459071,NULL
Active,24992507,NULL
Active,71462582,NULL
Active,71456958,NULL
Active,136069553,NULL
Active,135985856,NULL
Active,135985827,NULL
Active,30323,NULL
Active,5311,NULL
Active,57325672,NULL
Active,5311,NULL
Active,57325672,NULL
Active,5311,NULL
Active,56964457,NULL
Active,136069553,NULL
Active,49855250,5.113
Active,49847150,0.07
Active,145971506,9.13
Active,67324851,0.216
Active,11749858,0.048
Active,145971506,NULL
Active,71533701,NULL
Active,156901834,0.025
Active,162649913,0.012
Active,156901831,0.071
Active,156901821,0.422
Active,145983855,2.58
Active,156901820,0.174
Active,156901824,0.007
Active,156901826,0.02
Active,156901828,0.095
Active,156901835,0.183
Active,156901827,0.318
Active,156901836,0.018
Active,162650187,0.291
Active,162651817,15.83
Active,162653917,4.23
Active,162655429,NULL
Active,162655429,NULL
Active,162652776,3.37
Active,162654893,1
Active,162656473,0.69
Active,162652310,15.18
Active,162653935,0.0988
Active,9804992,0.532
Active,71462653,6.62
Active,71462653,NULL
Active,49850262,1
Active,156901825,0.005
Active,156901832,0.014
Active,156901822,0.022
Active,156901823,0.004
Active,156901819,0.604
Active,156901830,0.021
Active,162648845,NULL
Active,162650105,NULL
Active,162650105,NULL
Active,127028029,0.0022
Active,162650481,0.09
Active,156901833,0.039
Active,156901837,0.218
Active,162650630,1
Active,156901829,0.005
Active,162640823,1.14
Active,162669327,0.3888
Active,162669606,1.3415
Active,156901818,0.003
Active,162673501,1
Active,137655272,0.291
Active,162653850,1
Active,162656816,1.66
Active,162676606,1
Active,154699463,3.42
Active,154699463,NULL
Active,5311,NULL
Active,5311,0.0456
Active,5311,0.98
Active,162674892,1
Active,5311,0.0994
Active,44124386,0.4
Active,71496458,1
Active,141736097,0.291
Active,141736098,0.291
Active,70690332,1
Active,162676442,0.016
Active,162670578,2.7
Active,141736094,0.291
Active,162673700,1
Active,162671816,1
Active,162672120,0.291
Active,162659066,0.43
Active,5311,10.51
Active,154641676,NULL
Active,5311,0.025
Active,162668513,0.291
Active,162655464,0.0408
Active,162674502,0.5214
Active,162667312,0.291
Active,162673027,0.0628
Active,162660161,0.85
Active,162671396,0.6884
Active,162666047,0.1352
Active,162674252,NULL
Active,162674252,NULL
Active,162674252,NULL
Active,162675553,0.02
Active,162675394,0.1185
Active,162673723,7.19
Active,86267709,0.291
Active,118374520,NULL
Active,162671606,1.683
Active,141736096,0.291
Active,141736089,0.291
Active,162654446,0.5774
Active,162677028,0.032
Active,118520225,NULL
Active,5222465,NULL
Active,70684051,1
Active,70694542,1
Active,3121,NULL
Active,70686191,1
Active,162660277,0.008
Active,141736100,0.291
Active,141736086,0.291
Active,141736087,0.291
Active,141736101,0.291
Active,162658370,0.0758
Active,162657468,10.1
Active,123631,NULL
Active,162644191,0.2074
Active,162657468,NULL
Active,162643761,0.2437
Active,141736099,0.291
Active,70696598,1
Active,162663695,0.085
Active,70686190,1
Active,70690334,1
Active,46907787,0.291
Active,162668695,0.1989
Active,118366969,NULL
Active,118366969,4.8
Active,162677045,17.54
Active,162646490,NULL
Active,162646490,NULL
Active,162664476,1
Active,70690333,1
Active,141736102,0.291
Active,162670170,1
Active,130345472,4
Active,162659451,NULL
Active,118656853,1
Active,162661379,NULL
Active,162661379,NULL
Active,162661379,NULL
Active,162658837,NULL
Active,70681934,1
Active,162662919,0.0875
Active,137653661,0.291
Active,118520226,NULL
Active,141736090,0.291
Active,141736091,0.291
Active,162658837,NULL
Active,92135973,NULL
Active,162662751,0.291
Active,162666261,NULL
Active,162666261,NULL
Active,162664688,0.291
Active,22986792,NULL
Active,22986792,NULL
Active,71230790,0.01
Active,54575456,0.581
Active,54575456,0.674
Active,118520224,NULL
Active,162644588,NULL
Active,162644588,NULL
Active,70681935,1
Active,70696599,1
Active,162659199,0.6748
Active,137637909,0.291
Active,11538455,0.004
Active,118374522,NULL
Active,11538455,0.00595
Active,118520223,NULL
Active,70694543,1
Active,4261,NULL
Active,118520229,NULL
Active,10149605,NULL
Active,137644994,0.291
Active,156901838,0.195
Active,162653512,20.76
Active,6603967,0.11
Active,24757913,NULL
Active,53344908,0.08
Active,70684052,1
Active,162660763,1
Active,5352062,0.55
Active,155547817,4.65
Active,155513547,7.65
Active,155560908,1.86
Active,155553299,0.12
Active,155556271,8.59
Active,155548945,0.26
Active,155560385,3.14
Active,155521883,0.13
Active,155513746,2.77
Active,155516547,0.21
Active,155521402,8.31
Active,155544130,4.5
Active,155512410,0.04
Active,155528027,0.28
Active,53258999,0.12
Active,155554090,0.21
Active,6400741,0.05
Active,155530125,1.81
Active,155554796,0.68
Active,155531415,3.15
Active,155537700,0.27
Active,155568761,0.03
Inconclusive,10531767,NULL
Inconclusive,56664683,NULL
Inconclusive,56664684,NULL
Inconclusive,56671569,NULL
Inconclusive,10818029,NULL
Inconclusive,10579757,NULL
Inconclusive,56675013,NULL
Inconclusive,44572431,NULL
Inconclusive,25023797,NULL
Inconclusive,25023820,NULL
Inconclusive,44589775,NULL
Inconclusive,10085517,NULL
Inconclusive,24895118,NULL
Inconclusive,24895119,NULL
Inconclusive,24894421,NULL
Inconclusive,24895007,NULL
Inconclusive,24894775,NULL
Inconclusive,44585336,NULL
Inconclusive,44585275,NULL
Inconclusive,5311,NULL
Inconclusive,4261,NULL
Inconclusive,9865515,NULL
Inconclusive,10388312,NULL
Inconclusive,10012466,NULL
Inconclusive,44456564,NULL
Inconclusive,23648260,NULL
Inconclusive,44447120,NULL
Inconclusive,44447194,NULL
Inconclusive,42599455,NULL
Inconclusive,9924543,NULL
Inconclusive,9923508,NULL
Inconclusive,44598482,NULL
Inconclusive,44598346,NULL
Inconclusive,44598385,NULL
Inconclusive,44598429,NULL
Inconclusive,44598431,NULL
Inconclusive,44598345,NULL
Inconclusive,44598483,NULL
Inconclusive,44598347,NULL
Inconclusive,44598430,NULL
Inconclusive,44598479,NULL
Inconclusive,44598388,NULL
Inconclusive,44598481,NULL
Inconclusive,44598428,NULL
Inconclusive,44598481,NULL
Inconclusive,45485820,NULL
Inconclusive,44598344,NULL
Inconclusive,44598482,NULL
Inconclusive,44598386,NULL
Inconclusive,44598387,NULL
Inconclusive,44598483,NULL
Inconclusive,25118057,NULL
Inconclusive,44359674,NULL
Inconclusive,45263265,NULL
Inconclusive,45263268,NULL
Inconclusive,56657799,NULL
Inconclusive,56668202,NULL
Inconclusive,10651333,NULL
Inconclusive,44359673,NULL
Inconclusive,44359674,NULL
Inconclusive,44359675,NULL
Inconclusive,44359788,NULL
Inconclusive,44359814,NULL
Inconclusive,4735,NULL
Inconclusive,118705500,NULL
Inconclusive,9838675,NULL
Inconclusive,2719,NULL
Inconclusive,46887918,NULL
Inconclusive,46861822,NULL
Inconclusive,46861823,NULL
Inconclusive,46906266,NULL
Inconclusive,42642259,NULL
Inconclusive,46906239,NULL
Inconclusive,57390847,NULL
Inconclusive,57390915,NULL
Inconclusive,57403167,NULL
Inconclusive,57401352,NULL
Inconclusive,57401353,NULL
Inconclusive,57401414,NULL
Inconclusive,57403106,NULL
Inconclusive,57403107,NULL
Inconclusive,57403166,NULL
Inconclusive,57399589,NULL
Inconclusive,57399654,NULL
Inconclusive,57399662,NULL
Inconclusive,57399663,NULL
Inconclusive,57396191,NULL
Inconclusive,57396198,NULL
Inconclusive,57397951,NULL
Inconclusive,57397952,NULL
Inconclusive,57397953,NULL
Inconclusive,57394372,NULL
Inconclusive,57394435,NULL
Inconclusive,57396132,NULL
Inconclusive,57396133,NULL
Inconclusive,57392664,NULL
Inconclusive,57392665,NULL
Inconclusive,57392715,NULL
Inconclusive,57392716,NULL
Inconclusive,57392717,NULL
Inconclusive,57390847,NULL
Inconclusive,57401352,NULL
Inconclusive,57401414,NULL
Inconclusive,57403106,NULL
Inconclusive,57403107,NULL
Inconclusive,57403166,NULL
Inconclusive,57399663,NULL
Inconclusive,57396191,NULL
Inconclusive,57396198,NULL
Inconclusive,57397951,NULL
Inconclusive,57397952,NULL
Inconclusive,57394372,NULL
Inconclusive,57394435,NULL
Inconclusive,57396133,NULL
Inconclusive,57392664,NULL
Inconclusive,57392715,NULL
Inconclusive,57392716,NULL
Inconclusive,57392717,NULL
Inconclusive,10111698,NULL
Inconclusive,9944770,NULL
Inconclusive,70684386,NULL
Inconclusive,70694887,NULL
Inconclusive,70686540,NULL
Inconclusive,123631,NULL
Inconclusive,59454159,NULL
Inconclusive,71455398,NULL
Inconclusive,71521703,NULL
Inconclusive,71521705,NULL
Inconclusive,71521704,NULL
Inconclusive,71521703,NULL
Inconclusive,71521705,NULL
Inconclusive,71521704,NULL
Inconclusive,72543936,NULL
Inconclusive,72543938,NULL
